Company Name,Model Name,Sub-Model Name,Engine CC,Bike Category,Top Sales State,Performance Rating,Ex-Showroom Price,On-Road Price,Profit,Manufacturing Year,KMPL,Weight,Cylinder Variant,Available Colors in Numbers,What are the Colors,Bike Versions,Clutch Type,Fuel System
Hero,Pleasure+,Pleasure+ 4V,110.9,Scooter,Jharkhand,7.0,215747,221820,48647,2013,43,191,2,2,"Black, Blue",Standard,Dry,Carburetor
Hero,Xpulse 200,Xpulse 200 Standard,199.6,Motorcycle,Sikkim,6.5,64692,71480,36577,2019,61,191,1,5,"White, Blue, Red, Black, Green",Disc,Multi-plate,Carburetor
Hero,Destini 125,Destini 125 Pro,124.6,Scooter,Nagaland,7.1,215880,226958,24717,2022,47,197,2,2,"Blue, Green",Standard,Automatic,Fuel Injection
Hero,HF Deluxe,HF Deluxe Pro,97.2,Motorcycle,Gujarat,8.4,166431,173003,29407,2019,65,121,2,3,"Red, Green, Blue",ABS,Automatic,Carburetor
Hero,Passion Pro,Passion Pro ABS,113.0,Motorcycle,Arunachal Pradesh,6.8,86454,96717,40970,2016,66,134,1,2,"Green, White",Drum,Dry,Fuel Injection
Hero,Karizma ZMR,Karizma ZMR 4V,223.0,Motorcycle,Assam,9.2,153022,169915,30730,2017,60,176,1,2,"Red, Blue",ABS,Wet,Fuel Injection
Hero,Maestro Edge 110,Maestro Edge 110 ABS,110.9,Scooter,Chhattisgarh,8.7,244192,257810,16749,2016,72,115,2,2,"Red, Green",Drum,Dry,Fuel Injection
Hero,Splendor Plus,Splendor Plus 4V,97.2,Motorcycle,Karnataka,5.4,102916,118788,25790,2016,36,185,1,2,"Black, White",ABS,Dry,Fuel Injection
Hero,Splendor Plus,Splendor Plus Pro,97.2,Motorcycle,Odisha,8.4,113536,129067,48376,2022,57,239,2,2,"Blue, White",Standard,Wet,Carburetor
Hero,Maestro Edge 110,Maestro Edge 110 Pro,110.9,Scooter,Telangana,7.0,56078,68152,21953,2019,75,96,2,3,"Blue, Green, Red",ABS,Dry,Carburetor
Hero,HF Deluxe,HF Deluxe Pro,97.2,Motorcycle,Manipur,6.6,158214,169094,44045,2020,79,104,1,5,"Black, White, Blue, Red, Green",Disc,Multi-plate,Fuel Injection
Hero,Xtreme 160R,Xtreme 160R 4V,163.0,Motorcycle,Telangana,6.8,109524,118236,29277,2021,55,120,2,5,"Black, Red, Blue, Green, White",ABS,Wet,Fuel Injection
Hero,Pleasure+,Pleasure+ Pro,110.9,Scooter,Assam,9.2,110926,124632,24193,2013,61,191,4,5,"Red, White, Black, Blue, Green",ABS,Automatic,Fuel Injection
Hero,Splendor Plus,Splendor Plus Standard,97.2,Motorcycle,Telangana,8.3,56541,75687,16058,2013,45,233,4,3,"Blue, Green, Black",Drum,Dry,Carburetor
Hero,Glamour,Glamour Pro,124.7,Motorcycle,Nagaland,6.0,125826,140135,38157,2021,48,230,1,2,"Black, White",ABS,Multi-plate,Fuel Injection
Hero,Xpulse 200,Xpulse 200 Pro,199.6,Motorcycle,Andhra Pradesh,6.4,209361,226543,20574,2016,63,158,1,4,"Black, Red, White, Blue",Disc,Dry,Fuel Injection
Hero,Pleasure+,Pleasure+ Standard,110.9,Scooter,Punjab,6.6,125653,141616,25400,2022,32,123,2,2,"Black, Red",Standard,Wet,Fuel Injection
Hero,Destini 125,Destini 125 Pro,124.6,Scooter,Assam,8.8,178226,189024,43939,2021,35,196,2,4,"White, Blue, Black, Green",Standard,Multi-plate,Fuel Injection
Hero,Xtreme 160R,Xtreme 160R ABS,163.0,Motorcycle,Kerala,5.5,246794,261410,46465,2018,67,90,4,4,"Blue, Black, Green, Red",ABS,Multi-plate,Carburetor
Hero,Xtreme 160R,Xtreme 160R ABS,163.0,Motorcycle,West Bengal,6.7,63272,75269,31189,2016,43,233,4,3,"White, Black, Green",Standard,Wet,Fuel Injection
Hero,HF Deluxe,HF Deluxe Pro,97.2,Motorcycle,Nagaland,9.6,192495,211530,17532,2019,80,157,1,2,"Green, Red",Disc,Automatic,Fuel Injection
Hero,Maestro Edge 110,Maestro Edge 110 Pro,110.9,Scooter,Bihar,6.3,87810,106967,30058,2023,65,201,1,5,"Blue, Green, White, Red, Black",ABS,Dry,Carburetor
Hero,Maestro Edge 110,Maestro Edge 110 Pro,110.9,Scooter,Uttarakhand,8.3,163368,182216,29525,2022,56,144,1,5,"Green, White, Black, Red, Blue",ABS,Multi-plate,Fuel Injection
Hero,Splendor Plus,Splendor Plus Pro,97.2,Motorcycle,Assam,6.6,113220,121849,32990,2018,69,144,2,5,"Green, Black, White, Blue, Red",Drum,Automatic,Carburetor
Hero,Passion Pro,Passion Pro 4V,113.0,Motorcycle,Odisha,6.3,74351,90497,42583,2023,67,152,4,3,"Blue, White, Green",ABS,Dry,Fuel Injection
Hero,Xpulse 200,Xpulse 200 Pro,199.6,Motorcycle,Rajasthan,5.2,98462,112575,34627,2015,56,127,1,2,"White, Black",Drum,Dry,Carburetor
Hero,Pleasure+,Pleasure+ 4V,110.9,Scooter,Meghalaya,6.1,153354,161268,20894,2022,53,132,2,2,"Red, Black",Drum,Wet,Carburetor
Hero,Xpulse 200,Xpulse 200 Standard,199.6,Motorcycle,Tripura,9.2,231194,245985,48539,2016,53,145,1,2,"Black, White",Drum,Wet,Carburetor
Hero,Splendor Plus,Splendor Plus ABS,97.2,Motorcycle,Uttar Pradesh,5.4,246838,253506,25017,2023,61,214,2,2,"Black, Blue",Standard,Wet,Carburetor
Hero,Xpulse 200,Xpulse 200 Pro,199.6,Motorcycle,Andhra Pradesh,8.9,165482,179780,33995,2020,33,105,2,4,"Red, Black, Green, Blue",Standard,Automatic,Fuel Injection
Hero,Passion Pro,Passion Pro Standard,113.0,Motorcycle,Meghalaya,5.2,62704,76317,13119,2020,76,244,2,3,"Green, White, Black",Standard,Wet,Carburetor
Hero,Karizma ZMR,Karizma ZMR 4V,223.0,Motorcycle,Rajasthan,8.1,127144,135865,42229,2014,32,104,1,3,"Blue, Black, Red",ABS,Automatic,Fuel Injection
Hero,Destini 125,Destini 125 4V,124.6,Scooter,Goa,5.5,109762,121984,39334,2022,73,123,1,5,"Black, Green, White, Red, Blue",Drum,Automatic,Fuel Injection
Hero,Destini 125,Destini 125 Pro,124.6,Scooter,Haryana,8.4,227126,246312,29690,2017,36,236,2,4,"Green, Blue, Red, White",Disc,Wet,Fuel Injection
Hero,Pleasure+,Pleasure+ Standard,110.9,Scooter,Rajasthan,6.8,160602,177571,41935,2021,64,187,4,2,"Black, White",Disc,Multi-plate,Carburetor
Hero,Maestro Edge 110,Maestro Edge 110 ABS,110.9,Scooter,West Bengal,8.1,244326,255227,18746,2018,49,169,2,4,"Red, Blue, White, Black",Standard,Wet,Fuel Injection
Hero,Xpulse 200,Xpulse 200 4V,199.6,Motorcycle,Odisha,6.7,93772,109509,20700,2015,67,135,2,3,"Green, Black, Red",Drum,Wet,Fuel Injection
Hero,Pleasure+,Pleasure+ 4V,110.9,Scooter,Haryana,7.8,66420,72925,49135,2024,64,171,1,2,"Red, Black",Drum,Wet,Fuel Injection
Hero,Passion Pro,Passion Pro Pro,113.0,Motorcycle,Andhra Pradesh,6.3,160848,167819,30656,2022,61,108,2,3,"Red, Blue, White",Disc,Automatic,Carburetor
Hero,HF Deluxe,HF Deluxe 4V,97.2,Motorcycle,Odisha,6.5,192774,200406,41302,2015,30,159,4,4,"Red, Green, Black, Blue",ABS,Dry,Carburetor
Hero,Maestro Edge 110,Maestro Edge 110 ABS,110.9,Scooter,Manipur,6.9,202739,218456,34958,2022,31,212,2,3,"Green, Black, Blue",Standard,Wet,Fuel Injection
Hero,Passion Pro,Passion Pro 4V,113.0,Motorcycle,Tamil Nadu,8.3,55803,69062,10175,2021,60,167,1,3,"Green, Black, Blue",ABS,Automatic,Fuel Injection
Hero,Splendor Plus,Splendor Plus 4V,97.2,Motorcycle,Telangana,8.0,123989,139396,34059,2013,52,186,1,3,"White, Black, Blue",Disc,Multi-plate,Fuel Injection
Hero,Passion Pro,Passion Pro Pro,113.0,Motorcycle,Himachal Pradesh,6.1,228234,233395,38412,2019,61,222,1,4,"Red, White, Green, Blue",Disc,Automatic,Carburetor
Hero,Pleasure+,Pleasure+ 4V,110.9,Scooter,Goa,9.9,95239,100586,37634,2020,53,250,1,4,"Red, Black, Blue, White",Drum,Multi-plate,Fuel Injection
Hero,Maestro Edge 110,Maestro Edge 110 Pro,110.9,Scooter,Goa,6.9,213234,231194,39534,2016,47,232,2,2,"White, Green",ABS,Dry,Fuel Injection
Hero,Splendor Plus,Splendor Plus 4V,97.2,Motorcycle,West Bengal,6.7,190970,200046,43195,2024,59,211,4,2,"Red, Black",Standard,Dry,Carburetor
Hero,Pleasure+,Pleasure+ 4V,110.9,Scooter,Meghalaya,9.1,187688,200526,33117,2024,68,125,1,2,"Black, Green",Disc,Automatic,Fuel Injection
Hero,Maestro Edge 110,Maestro Edge 110 ABS,110.9,Scooter,Andhra Pradesh,8.5,150331,160229,28044,2023,38,112,2,4,"White, Red, Blue, Green",Drum,Dry,Fuel Injection
Hero,HF Deluxe,HF Deluxe Pro,97.2,Motorcycle,Mizoram,6.5,234796,254787,17520,2019,74,191,2,5,"Red, Green, Black, White, Blue",Standard,Automatic,Fuel Injection
Hero,Passion Pro,Passion Pro Pro,113.0,Motorcycle,Rajasthan,8.3,179513,186080,32541,2024,63,182,1,4,"Red, Blue, Green, Black",ABS,Wet,Carburetor
Hero,Destini 125,Destini 125 ABS,124.6,Scooter,Madhya Pradesh,7.6,112344,119957,19866,2014,37,138,4,3,"Black, Green, Red",Drum,Multi-plate,Carburetor
Hero,Pleasure+,Pleasure+ Pro,110.9,Scooter,Goa,5.7,158019,167816,11141,2021,35,210,2,2,"Green, Red",ABS,Dry,Carburetor
Hero,Xtreme 160R,Xtreme 160R 4V,163.0,Motorcycle,Uttarakhand,8.1,50035,58797,40414,2023,35,199,4,5,"White, Green, Red, Black, Blue",Standard,Wet,Fuel Injection
Hero,Pleasure+,Pleasure+ Pro,110.9,Scooter,Manipur,8.7,236695,254421,16591,2021,38,250,1,4,"Black, Green, White, Blue",ABS,Multi-plate,Carburetor
Hero,Maestro Edge 110,Maestro Edge 110 Standard,110.9,Scooter,Madhya Pradesh,8.0,247194,260581,19075,2015,78,207,4,2,"White, Black",Drum,Automatic,Carburetor
Hero,Xtreme 160R,Xtreme 160R Standard,163.0,Motorcycle,Mizoram,9.5,199466,217336,29914,2017,35,244,4,3,"White, Red, Blue",Disc,Dry,Carburetor
Hero,Destini 125,Destini 125 ABS,124.6,Scooter,Tamil Nadu,7.9,97777,104164,45983,2015,36,94,2,5,"Blue, White, Green, Black, Red",Standard,Wet,Carburetor
Hero,Karizma ZMR,Karizma ZMR Pro,223.0,Motorcycle,Kerala,6.0,196472,209469,35770,2017,52,208,1,5,"Green, White, Black, Blue, Red",ABS,Multi-plate,Fuel Injection
Hero,Pleasure+,Pleasure+ Standard,110.9,Scooter,Tripura,6.1,69609,81058,26940,2023,65,101,2,5,"White, Blue, Red, Black, Green",Standard,Multi-plate,Fuel Injection
Hero,Xtreme 160R,Xtreme 160R ABS,163.0,Motorcycle,Tamil Nadu,5.9,172644,182450,12281,2019,48,212,1,3,"Black, Red, Green",Drum,Multi-plate,Carburetor
Hero,Glamour,Glamour Standard,124.7,Motorcycle,Rajasthan,6.0,150056,158709,12069,2017,54,228,2,5,"Black, Blue, Red, Green, White",Drum,Multi-plate,Carburetor
Hero,Pleasure+,Pleasure+ 4V,110.9,Scooter,Andhra Pradesh,7.2,189903,205111,18964,2020,67,209,2,2,"White, Blue",Standard,Automatic,Carburetor
Hero,Maestro Edge 110,Maestro Edge 110 Pro,110.9,Scooter,Himachal Pradesh,5.4,61877,80360,12177,2020,32,138,4,4,"Red, Green, Blue, Black",Standard,Multi-plate,Carburetor
Hero,Glamour,Glamour 4V,124.7,Motorcycle,Manipur,6.0,91169,106007,27260,2016,32,133,4,5,"Green, Black, Red, Blue, White",Standard,Automatic,Carburetor
Hero,Maestro Edge 110,Maestro Edge 110 4V,110.9,Scooter,Arunachal Pradesh,8.0,200335,216965,15170,2022,45,162,2,2,"Black, Blue",ABS,Wet,Fuel Injection
Hero,Pleasure+,Pleasure+ Pro,110.9,Scooter,Tamil Nadu,8.6,182352,201197,27751,2023,64,133,4,5,"Green, White, Blue, Black, Red",Standard,Dry,Fuel Injection
Hero,Maestro Edge 110,Maestro Edge 110 Standard,110.9,Scooter,Andhra Pradesh,9.8,191497,201351,18222,2019,43,234,4,4,"Blue, Green, Red, Black",Disc,Automatic,Carburetor
Hero,Maestro Edge 110,Maestro Edge 110 4V,110.9,Scooter,Andhra Pradesh,5.8,60948,73676,39735,2017,38,110,2,4,"Black, Green, Blue, White",Drum,Multi-plate,Fuel Injection
Hero,Pleasure+,Pleasure+ Standard,110.9,Scooter,Jharkhand,9.4,168524,177054,29512,2019,41,163,4,2,"Green, White",Disc,Multi-plate,Carburetor
Hero,Xpulse 200,Xpulse 200 4V,199.6,Motorcycle,Nagaland,8.1,192544,209599,48967,2016,53,189,2,5,"Black, Green, Red, Blue, White",Standard,Multi-plate,Carburetor
Hero,Maestro Edge 110,Maestro Edge 110 Pro,110.9,Scooter,Rajasthan,6.2,159595,172135,31357,2017,44,173,4,5,"Red, Black, Blue, Green, White",Standard,Wet,Carburetor
Hero,Xtreme 160R,Xtreme 160R Standard,163.0,Motorcycle,Punjab,6.2,165646,180194,23270,2016,72,221,2,3,"Green, Red, Black",Drum,Multi-plate,Carburetor
Hero,Glamour,Glamour 4V,124.7,Motorcycle,Andhra Pradesh,5.2,103479,111806,39762,2021,46,132,1,5,"Black, White, Red, Green, Blue",Standard,Automatic,Fuel Injection
Hero,Xtreme 160R,Xtreme 160R ABS,163.0,Motorcycle,Arunachal Pradesh,5.8,208254,220366,45213,2020,37,98,4,2,"White, Red",Standard,Multi-plate,Fuel Injection
Hero,Maestro Edge 110,Maestro Edge 110 Standard,110.9,Scooter,Manipur,9.3,106632,114442,39771,2018,56,242,4,5,"White, Red, Blue, Green, Black",Disc,Dry,Fuel Injection
Hero,Pleasure+,Pleasure+ 4V,110.9,Scooter,Gujarat,8.6,190969,198280,39857,2017,77,112,2,5,"Red, Green, Black, White, Blue",Disc,Automatic,Carburetor
Hero,Maestro Edge 110,Maestro Edge 110 ABS,110.9,Scooter,Haryana,6.5,211665,217173,32293,2020,59,243,1,4,"White, Blue, Red, Green",Standard,Automatic,Carburetor
Hero,HF Deluxe,HF Deluxe Standard,97.2,Motorcycle,Arunachal Pradesh,6.0,163735,176476,30604,2014,51,239,4,4,"Blue, White, Green, Red",Disc,Dry,Carburetor
Hero,Karizma ZMR,Karizma ZMR ABS,223.0,Motorcycle,Tamil Nadu,6.5,133252,148807,41412,2015,56,181,2,5,"Black, White, Blue, Green, Red",Drum,Dry,Fuel Injection
Hero,Destini 125,Destini 125 4V,124.6,Scooter,Maharashtra,8.2,106225,118200,47967,2015,60,91,4,5,"Black, Green, Blue, Red, White",Disc,Automatic,Carburetor
Hero,Pleasure+,Pleasure+ Pro,110.9,Scooter,Maharashtra,8.4,104404,112989,42280,2022,57,110,2,3,"Green, Black, Red",Disc,Wet,Fuel Injection
Hero,Karizma ZMR,Karizma ZMR Pro,223.0,Motorcycle,Arunachal Pradesh,5.6,197541,203567,10440,2022,32,208,2,2,"White, Green",Disc,Automatic,Carburetor
Hero,Xtreme 160R,Xtreme 160R Standard,163.0,Motorcycle,Chhattisgarh,8.8,155635,162208,23832,2017,66,184,4,5,"White, Black, Blue, Green, Red",Standard,Wet,Carburetor
Hero,Karizma ZMR,Karizma ZMR 4V,223.0,Motorcycle,Sikkim,7.1,150457,160576,29441,2013,38,219,4,4,"Black, Blue, Red, White",Standard,Wet,Carburetor
Hero,Maestro Edge 110,Maestro Edge 110 ABS,110.9,Scooter,Odisha,7.7,57391,72024,35709,2014,55,103,4,5,"Black, Red, White, Green, Blue",ABS,Automatic,Fuel Injection
Hero,Passion Pro,Passion Pro 4V,113.0,Motorcycle,Jharkhand,8.0,186916,193483,32449,2022,70,161,2,3,"Blue, White, Green",Disc,Dry,Carburetor
Hero,Destini 125,Destini 125 Standard,124.6,Scooter,Manipur,5.6,249991,259628,45347,2016,52,197,4,5,"Green, Red, Blue, Black, White",Drum,Automatic,Carburetor
Hero,Maestro Edge 110,Maestro Edge 110 Pro,110.9,Scooter,Mizoram,9.4,246865,252494,20111,2013,74,100,2,2,"White, Black",Drum,Multi-plate,Carburetor
Hero,Passion Pro,Passion Pro 4V,113.0,Motorcycle,Sikkim,9.8,72636,83354,48351,2015,80,153,2,5,"Blue, Green, White, Red, Black",Standard,Automatic,Carburetor
Hero,Glamour,Glamour Pro,124.7,Motorcycle,Maharashtra,7.0,173668,184490,35489,2021,80,200,4,2,"Black, Red",Drum,Multi-plate,Carburetor
Hero,Passion Pro,Passion Pro Standard,113.0,Motorcycle,Madhya Pradesh,7.7,218261,236143,44006,2014,66,181,4,4,"White, Black, Blue, Green",Drum,Dry,Fuel Injection
Hero,Pleasure+,Pleasure+ Pro,110.9,Scooter,Karnataka,8.5,186232,194600,20097,2015,63,235,2,3,"Black, White, Blue",ABS,Dry,Fuel Injection
Hero,Pleasure+,Pleasure+ ABS,110.9,Scooter,Goa,6.9,219967,236729,32591,2015,39,231,2,4,"Black, Green, Red, Blue",Standard,Wet,Fuel Injection
Hero,Karizma ZMR,Karizma ZMR Standard,223.0,Motorcycle,Nagaland,5.1,207617,220129,46046,2022,65,187,2,4,"White, Green, Red, Blue",Disc,Dry,Carburetor
Hero,Glamour,Glamour ABS,124.7,Motorcycle,Kerala,8.5,84535,97511,26884,2019,70,191,4,4,"Blue, Green, White, Black",Drum,Multi-plate,Fuel Injection
Hero,Pleasure+,Pleasure+ ABS,110.9,Scooter,Odisha,7.3,136877,144357,35999,2018,73,126,1,2,"Red, White",Standard,Wet,Carburetor
Hero,Maestro Edge 110,Maestro Edge 110 Pro,110.9,Scooter,Telangana,6.4,97312,102564,29342,2016,40,145,2,2,"Black, Green",Drum,Dry,Carburetor
Hero,Pleasure+,Pleasure+ Pro,110.9,Scooter,Bihar,7.7,52064,61223,46576,2014,65,217,4,2,"Black, Red",ABS,Automatic,Carburetor
Hero,Passion Pro,Passion Pro Standard,113.0,Motorcycle,Karnataka,8.4,132755,141897,43298,2015,41,151,4,5,"White, Blue, Green, Red, Black",Drum,Dry,Fuel Injection
Hero,Destini 125,Destini 125 4V,124.6,Scooter,Madhya Pradesh,9.2,151737,168945,24742,2017,43,126,1,2,"Blue, White",ABS,Dry,Fuel Injection
Hero,Pleasure+,Pleasure+ Pro,110.9,Scooter,Goa,5.1,129671,140640,20744,2013,80,248,2,3,"Red, Blue, Black",Disc,Dry,Fuel Injection
Hero,Destini 125,Destini 125 Pro,124.6,Scooter,Uttar Pradesh,6.1,112902,130807,16698,2018,42,112,1,3,"Black, Blue, Green",Disc,Wet,Fuel Injection
Hero,Splendor Plus,Splendor Plus 4V,97.2,Motorcycle,Haryana,8.0,174065,191690,36486,2021,54,228,2,4,"Black, Red, Blue, Green",Disc,Multi-plate,Carburetor
Hero,Destini 125,Destini 125 4V,124.6,Scooter,Goa,6.5,187337,198538,49260,2014,45,176,2,2,"White, Red",Standard,Dry,Fuel Injection
Hero,Splendor Plus,Splendor Plus ABS,97.2,Motorcycle,Mizoram,7.8,158885,171112,15668,2023,39,141,2,3,"Green, White, Red",ABS,Wet,Carburetor
Hero,HF Deluxe,HF Deluxe Standard,97.2,Motorcycle,Maharashtra,9.2,249376,260391,37232,2021,63,222,2,5,"Red, Black, Green, White, Blue",Standard,Dry,Fuel Injection
Hero,Xpulse 200,Xpulse 200 Pro,199.6,Motorcycle,Odisha,9.2,50011,65953,21521,2019,43,227,4,2,"Green, Red",Disc,Wet,Fuel Injection
Hero,Xpulse 200,Xpulse 200 Pro,199.6,Motorcycle,Tripura,9.1,82230,92377,46290,2023,40,186,1,2,"Black, Green",Disc,Multi-plate,Carburetor
Hero,Glamour,Glamour 4V,124.7,Motorcycle,West Bengal,5.9,188266,194453,10074,2015,39,165,1,5,"Blue, Black, Green, Red, White",Disc,Dry,Carburetor
Hero,Pleasure+,Pleasure+ Pro,110.9,Scooter,Meghalaya,6.1,69454,74986,26724,2015,32,130,4,5,"Black, Green, Blue, Red, White",ABS,Automatic,Carburetor
Hero,Maestro Edge 110,Maestro Edge 110 4V,110.9,Scooter,Uttar Pradesh,5.4,91932,111114,19831,2020,73,201,1,3,"Green, Blue, Black",Drum,Dry,Fuel Injection
Hero,Destini 125,Destini 125 4V,124.6,Scooter,Kerala,9.0,133318,140635,31301,2017,42,242,2,5,"Black, White, Red, Green, Blue",Drum,Multi-plate,Fuel Injection
Hero,Maestro Edge 110,Maestro Edge 110 4V,110.9,Scooter,Arunachal Pradesh,7.2,57800,74192,42976,2021,65,165,1,2,"Red, Blue",Drum,Wet,Carburetor
Hero,Passion Pro,Passion Pro Pro,113.0,Motorcycle,Gujarat,5.7,233511,248834,28823,2018,63,234,4,2,"Blue, Red",ABS,Wet,Carburetor
Hero,Destini 125,Destini 125 ABS,124.6,Scooter,Kerala,9.5,58282,73804,31455,2023,60,111,2,4,"Blue, Green, White, Red",Drum,Automatic,Carburetor
Hero,Destini 125,Destini 125 4V,124.6,Scooter,Mizoram,6.6,165179,171627,10048,2017,32,225,4,4,"Blue, White, Black, Green",Disc,Automatic,Fuel Injection
Hero,Maestro Edge 110,Maestro Edge 110 Pro,110.9,Scooter,Punjab,5.3,53114,61002,29534,2023,53,213,1,5,"White, Blue, Black, Green, Red",Standard,Multi-plate,Carburetor
Hero,Pleasure+,Pleasure+ ABS,110.9,Scooter,Meghalaya,5.3,149556,155070,16107,2022,63,212,1,2,"White, Red",ABS,Wet,Fuel Injection
Hero,Xtreme 160R,Xtreme 160R ABS,163.0,Motorcycle,Sikkim,8.5,61129,75778,21313,2023,50,249,4,2,"White, Black",Standard,Dry,Fuel Injection
Hero,Glamour,Glamour Pro,124.7,Motorcycle,Odisha,5.5,216057,222935,40707,2019,65,100,4,2,"White, Black",Drum,Wet,Carburetor
Hero,Pleasure+,Pleasure+ Pro,110.9,Scooter,Tripura,6.1,149638,168969,37234,2018,40,151,1,2,"Blue, Red",Disc,Dry,Fuel Injection
Hero,Destini 125,Destini 125 Pro,124.6,Scooter,Chhattisgarh,8.6,88023,100536,11116,2022,43,144,1,5,"Red, White, Green, Black, Blue",Standard,Dry,Carburetor
Hero,Maestro Edge 110,Maestro Edge 110 ABS,110.9,Scooter,Assam,7.6,86361,105512,14346,2019,39,246,4,3,"Red, Black, Green",Standard,Multi-plate,Carburetor
Hero,Destini 125,Destini 125 4V,124.6,Scooter,Odisha,8.4,224635,239973,44946,2015,80,216,2,3,"Black, White, Green",ABS,Wet,Carburetor
Hero,Pleasure+,Pleasure+ Standard,110.9,Scooter,Uttar Pradesh,7.6,165628,174147,26136,2015,56,166,1,3,"Black, Blue, White",Standard,Dry,Fuel Injection
Hero,Passion Pro,Passion Pro Pro,113.0,Motorcycle,Telangana,8.3,131250,139061,29192,2016,72,104,4,4,"Green, White, Blue, Red",Disc,Multi-plate,Fuel Injection
Hero,HF Deluxe,HF Deluxe Standard,97.2,Motorcycle,Odisha,5.1,229401,234747,49254,2017,71,104,1,5,"Red, Black, White, Green, Blue",Drum,Automatic,Fuel Injection
Hero,Karizma ZMR,Karizma ZMR ABS,223.0,Motorcycle,Telangana,7.7,87017,103703,23755,2021,76,235,2,3,"Green, Blue, White",Disc,Dry,Fuel Injection
Hero,Maestro Edge 110,Maestro Edge 110 Pro,110.9,Scooter,Uttarakhand,5.5,134959,149425,47767,2019,58,179,1,5,"Black, Green, White, Red, Blue",Standard,Multi-plate,Carburetor
Hero,Destini 125,Destini 125 Standard,124.6,Scooter,West Bengal,9.0,110147,116493,32677,2024,32,229,4,4,"Green, Black, Red, White",Drum,Multi-plate,Carburetor
Hero,Destini 125,Destini 125 ABS,124.6,Scooter,Assam,8.9,183055,202753,27956,2014,54,233,2,3,"Green, White, Blue",ABS,Automatic,Fuel Injection
Hero,Destini 125,Destini 125 Pro,124.6,Scooter,Uttarakhand,8.3,183311,196925,24597,2018,50,153,2,3,"Blue, Black, White",ABS,Automatic,Fuel Injection
Hero,Xtreme 160R,Xtreme 160R 4V,163.0,Motorcycle,Jharkhand,5.1,110013,120815,33196,2018,65,125,2,2,"Red, Green",Standard,Automatic,Carburetor
Hero,Destini 125,Destini 125 ABS,124.6,Scooter,Telangana,6.5,94753,103353,39227,2021,45,186,1,4,"Red, Black, Green, Blue",Disc,Dry,Carburetor
Hero,Maestro Edge 110,Maestro Edge 110 Standard,110.9,Scooter,Mizoram,7.3,210275,223265,10375,2017,63,221,1,2,"White, Blue",Standard,Dry,Fuel Injection
Hero,Xtreme 160R,Xtreme 160R Standard,163.0,Motorcycle,Odisha,5.9,178970,197631,25604,2021,53,110,4,2,"White, Blue",ABS,Automatic,Fuel Injection
Hero,Maestro Edge 110,Maestro Edge 110 ABS,110.9,Scooter,Manipur,6.8,141425,154836,35612,2021,52,174,2,3,"Black, Blue, Green",ABS,Dry,Fuel Injection
Hero,Destini 125,Destini 125 ABS,124.6,Scooter,Rajasthan,7.1,233662,242802,40113,2018,40,119,1,5,"Blue, Red, Green, Black, White",Drum,Dry,Fuel Injection
Hero,Glamour,Glamour 4V,124.7,Motorcycle,Himachal Pradesh,9.7,101856,118725,26856,2015,55,226,4,5,"Green, Blue, Black, White, Red",Disc,Automatic,Fuel Injection
Hero,Passion Pro,Passion Pro Pro,113.0,Motorcycle,Andhra Pradesh,7.2,171496,188831,49143,2021,74,176,4,2,"Blue, Green",Drum,Automatic,Fuel Injection
Hero,Maestro Edge 110,Maestro Edge 110 4V,110.9,Scooter,Madhya Pradesh,9.1,221881,230361,36402,2021,71,125,2,4,"Red, White, Black, Green",Drum,Automatic,Carburetor
Hero,HF Deluxe,HF Deluxe ABS,97.2,Motorcycle,West Bengal,6.9,73771,81967,36293,2019,65,244,4,5,"Green, Red, White, Black, Blue",Drum,Wet,Carburetor
Hero,Destini 125,Destini 125 ABS,124.6,Scooter,Tamil Nadu,8.8,220205,235993,26901,2022,34,90,2,2,"Black, Blue",ABS,Automatic,Carburetor
Hero,Xtreme 160R,Xtreme 160R Standard,163.0,Motorcycle,West Bengal,9.1,138580,156311,21448,2023,30,111,1,4,"Red, Green, Black, White",Drum,Wet,Carburetor
Hero,Splendor Plus,Splendor Plus ABS,97.2,Motorcycle,Bihar,7.9,196293,201967,22073,2015,50,184,4,4,"Red, Green, Black, White",Disc,Wet,Fuel Injection
Hero,Karizma ZMR,Karizma ZMR 4V,223.0,Motorcycle,Tripura,7.0,186477,204442,35127,2016,63,149,2,3,"Blue, Red, Green",Drum,Automatic,Carburetor
Hero,Splendor Plus,Splendor Plus ABS,97.2,Motorcycle,Uttar Pradesh,6.7,108833,122365,13808,2019,41,230,2,5,"Black, Green, White, Blue, Red",ABS,Multi-plate,Fuel Injection
Hero,Splendor Plus,Splendor Plus Pro,97.2,Motorcycle,Karnataka,8.6,165004,173609,24970,2022,50,214,2,5,"Red, White, Green, Blue, Black",Standard,Dry,Fuel Injection
Hero,Passion Pro,Passion Pro 4V,113.0,Motorcycle,Gujarat,9.0,181679,196110,40198,2019,57,102,1,2,"Black, White",Standard,Wet,Carburetor
Hero,Karizma ZMR,Karizma ZMR Standard,223.0,Motorcycle,Haryana,9.6,196688,211266,39429,2017,34,227,2,5,"Black, Blue, White, Green, Red",ABS,Automatic,Carburetor
Hero,Karizma ZMR,Karizma ZMR Pro,223.0,Motorcycle,Gujarat,9.3,214550,223159,44884,2017,52,201,1,4,"Green, White, Blue, Red",Disc,Multi-plate,Carburetor
