Sales ID,Company Name,Model Name,Sub-Model Name,Engine CC,Bike Category,Top Sales State,Performance Rating,Ex-Showroom Price,On-Road Price,Profit,Manufacturing Year,KMPL,Weight,Cylinder Variant,Available Colors in Numbers,What are the Colors,Bike Versions,Clutch Type,Fuel System,Sales Date,Sales Month,Sales Quarter,Performance Category,Cost Price,Unit_Sales,Total_Sales
YAM2019147116,Yamaha,Fascino 125,Fascino 125 Pro,125,Scooter,Uttar Pradesh,5.6,51994,64317,49597,2019,76,125,2,2,"White, Blue",ABS,Wet,Carburetor,2016-06-04,June,2,Excellent,14720,837,134949089
YAM2017701259,Yamaha,FZ-X,FZ-X ABS,149,Motorcycle,Bihar,9.1,112061,127841,20283,2017,36,162,2,4,"Blue, Black, Red, Green",ABS,Multi-plate,Fuel Injection,2016-06-04,June,2,Average,107558,837,134949089
YAM2014738320,Yamaha,Aerox 155,Aerox 155 4V,155,Scooter,Goa,5.4,146969,152268,11102,2014,58,118,2,4,"Green, Blue, White, Black",Standard,Multi-plate,Fuel Injection,2016-06-04,June,2,Excellent,141166,837,134949089
YAM2014130346,Yamaha,Aerox 155,Aerox 155 ABS,155,Scooter,Uttar Pradesh,9.1,197018,212894,42705,2014,58,163,1,3,"White, Black, Green",Drum,Multi-plate,Carburetor,2016-06-05,June,2,Excellent,170189,837,134949089
YAM2021108744,Yamaha,FZ FI,FZ FI 4V,149,Motorcycle,Gujarat,9.8,60108,76455,26230,2021,56,197,1,3,"White, Green, Red",ABS,Multi-plate,Carburetor,2016-06-05,June,2,Excellent,50225,837,134949089
YAM2017591054,Yamaha,Ray ZR 125,Ray ZR 125 Standard,125,Scooter,Jharkhand,5.5,83766,95998,37828,2017,65,187,4,4,"Green, Red, Black, Blue",Drum,Multi-plate,Fuel Injection,2016-06-05,June,2,Excellent,58170,837,134949089
YAM2016160079,Yamaha,FZ 25,FZ 25 4V,249,Motorcycle,Haryana,9.9,132545,139920,31133,2016,52,136,4,4,"Blue, White, Green, Red",ABS,Multi-plate,Fuel Injection,2016-06-05,June,2,Excellent,108787,837,134949089
YAM2017269066,Yamaha,Fascino 125,Fascino 125 ABS,125,Scooter,Uttar Pradesh,8.2,137589,146583,23230,2017,44,125,4,5,"White, Red, Green, Black, Blue",Drum,Automatic,Fuel Injection,2016-06-05,June,2,Good,123353,837,134949089
YAM2020395985,Yamaha,Ray ZR 125,Ray ZR 125 4V,125,Scooter,Mizoram,5.1,194411,211277,43826,2020,42,108,2,5,"Red, Green, Black, Blue, White",Standard,Wet,Carburetor,2016-06-06,June,2,Good,167451,837,134949089
YAM2016299217,Yamaha,R15 V4,R15 V4 Pro,155,Motorcycle,Assam,9.6,173502,182369,11516,2016,45,152,4,4,"Red, Green, Black, Blue",Drum,Wet,Carburetor,2016-06-06,June,2,Good,170853,837,134949089
YAM2016160430,Yamaha,FZS FI,FZS FI Standard,149,Motorcycle,Tamil Nadu,6.7,187789,198365,49541,2016,65,103,1,4,"Red, Green, White, Black",Disc,Automatic,Carburetor,2016-06-06,June,2,Excellent,148824,837,134949089
YAM2014764488,Yamaha,R15 V4,R15 V4 4V,155,Motorcycle,Himachal Pradesh,8.4,68600,77127,34598,2014,37,237,1,2,"Black, White",ABS,Wet,Fuel Injection,2016-06-07,June,2,Average,42529,837,134949089
YAM2023947271,Yamaha,MT-15,MT-15 Pro,155,Motorcycle,West Bengal,9.3,188116,203921,13289,2023,38,226,4,2,"Blue, Red",Drum,Wet,Carburetor,2016-06-07,June,2,Average,190632,837,134949089
YAM2021779312,Yamaha,MT-15,MT-15 4V,155,Motorcycle,Bihar,8.4,71371,91145,39965,2021,32,221,4,5,"Black, White, Blue, Red, Green",ABS,Multi-plate,Fuel Injection,2016-06-08,June,2,Average,51180,837,134949089
YAM2019599836,Yamaha,Fascino 125,Fascino 125 4V,125,Scooter,West Bengal,7.0,177093,189904,23945,2019,61,195,1,4,"Red, Green, White, Black",Disc,Dry,Fuel Injection,2016-06-08,June,2,Excellent,165959,837,134949089
YAM2016480592,Yamaha,MT-15,MT-15 ABS,155,Motorcycle,Rajasthan,9.5,56540,64934,35546,2016,68,221,4,5,"White, Green, Black, Blue, Red",Standard,Dry,Fuel Injection,2016-06-08,June,2,Excellent,29388,837,134949089
YAM2018590961,Yamaha,FZ 25,FZ 25 Pro,249,Motorcycle,Nagaland,7.7,128721,136477,25281,2018,49,212,1,4,"White, Green, Black, Red",Standard,Dry,Carburetor,2016-06-09,June,2,Good,111196,837,134949089
YAM2024414704,Yamaha,FZ 25,FZ 25 ABS,249,Motorcycle,Himachal Pradesh,6.5,190302,198050,27733,2024,59,113,2,2,"Blue, White",ABS,Multi-plate,Fuel Injection,2016-06-10,June,2,Excellent,170317,837,134949089
YAM2015889494,Yamaha,FZ FI,FZ FI Standard,149,Motorcycle,Chhattisgarh,6.1,144786,162066,36008,2015,50,94,2,5,"Black, Green, Blue, White, Red",Drum,Wet,Carburetor,2016-06-10,June,2,Good,126058,837,134949089
YAM2016903486,Yamaha,Aerox 155,Aerox 155 4V,155,Scooter,Bihar,9.7,66431,84658,17898,2016,54,245,4,5,"Blue, Green, White, Black, Red",ABS,Dry,Fuel Injection,2016-06-10,June,2,Excellent,66760,837,134949089
YAM2020578379,Yamaha,Aerox 155,Aerox 155 ABS,155,Scooter,Rajasthan,7.5,241444,251846,37343,2020,37,148,2,5,"Blue, Black, Red, Green, White",Drum,Dry,Fuel Injection,2016-06-10,June,2,Average,214503,837,134949089
YAM2022546751,Yamaha,FZ-X,FZ-X 4V,149,Motorcycle,Maharashtra,8.2,109139,116661,36731,2022,35,102,2,3,"White, Blue, Green",Standard,Dry,Carburetor,2016-06-10,June,2,Average,79930,837,134949089
YAM2017520166,Yamaha,Fascino 125,Fascino 125 4V,125,Scooter,Telangana,6.8,60852,73712,13044,2017,53,154,4,5,"Green, Black, White, Red, Blue",Standard,Wet,Fuel Injection,2016-06-11,June,2,Excellent,60668,837,134949089
YAM2021310893,Yamaha,R15 V4,R15 V4 Pro,155,Motorcycle,Goa,6.6,141831,154035,37635,2021,57,100,2,4,"Green, Black, White, Blue",Drum,Dry,Fuel Injection,2016-06-11,June,2,Excellent,116400,837,134949089
YAM2019439510,Yamaha,Aerox 155,Aerox 155 4V,155,Scooter,Kerala,8.5,205369,215611,26212,2019,36,136,2,3,"Black, Blue, White",Drum,Automatic,Carburetor,2016-06-11,June,2,Average,189399,837,134949089
YAM2020156620,Yamaha,Ray ZR 125,Ray ZR 125 Standard,125,Scooter,Tamil Nadu,5.0,128917,141219,18536,2020,56,246,4,2,"Green, Blue",Standard,Wet,Fuel Injection,2016-06-11,June,2,Excellent,122683,837,134949089
YAM2019293808,Yamaha,Aerox 155,Aerox 155 Standard,155,Scooter,Punjab,6.8,92880,109207,48355,2019,34,117,4,3,"Green, White, Blue",Drum,Wet,Fuel Injection,2016-06-12,June,2,Average,60852,837,134949089
YAM2022951902,Yamaha,Aerox 155,Aerox 155 4V,155,Scooter,Telangana,6.3,97568,103730,24503,2022,43,140,4,5,"Black, Red, Green, Blue, White",Disc,Multi-plate,Carburetor,2016-06-12,June,2,Good,79227,837,134949089
YAM2021660723,Yamaha,Fascino 125,Fascino 125 Standard,125,Scooter,Tamil Nadu,5.5,210946,227487,18608,2021,64,237,2,4,"Red, Blue, White, Black",Standard,Multi-plate,Carburetor,2016-06-12,June,2,Excellent,208879,837,134949089
YAM2016346622,Yamaha,Fascino 125,Fascino 125 Standard,125,Scooter,Arunachal Pradesh,8.7,230291,249295,26139,2016,36,170,1,3,"Green, Blue, Black",Standard,Multi-plate,Carburetor,2016-06-12,June,2,Average,223156,837,134949089
YAM2017707715,Yamaha,FZ 25,FZ 25 Pro,249,Motorcycle,Goa,9.2,162837,177685,39236,2017,61,144,2,5,"Green, Black, White, Red, Blue",Standard,Multi-plate,Fuel Injection,2016-06-13,June,2,Excellent,138449,837,134949089
YAM2016257451,Yamaha,Ray ZR 125,Ray ZR 125 Standard,125,Scooter,Bihar,7.8,70470,80793,12828,2016,32,100,1,5,"Red, White, Blue, Black, Green",ABS,Wet,Fuel Injection,2016-06-13,June,2,Average,67965,837,134949089
YAM2022152628,Yamaha,MT-15,MT-15 ABS,155,Motorcycle,Andhra Pradesh,5.7,156788,161817,44170,2022,80,115,2,3,"Blue, Black, White",Drum,Wet,Fuel Injection,2016-06-14,June,2,Excellent,117647,837,134949089
YAM2019456769,Yamaha,R3,R3 4V,321,Motorcycle,Rajasthan,5.5,194158,209840,24592,2019,45,236,1,3,"Red, Black, White",Disc,Automatic,Fuel Injection,2016-06-14,June,2,Good,185248,837,134949089
YAM2023173414,Yamaha,Aerox 155,Aerox 155 ABS,155,Scooter,Andhra Pradesh,8.2,181551,195886,35239,2023,78,239,2,2,"Black, Red",Drum,Wet,Carburetor,2016-06-15,June,2,Excellent,160647,837,134949089
YAM2015361978,Yamaha,Aerox 155,Aerox 155 4V,155,Scooter,Manipur,8.7,202062,209835,43487,2015,64,196,1,3,"Green, Black, White",ABS,Dry,Fuel Injection,2016-06-15,June,2,Excellent,166348,837,134949089
YAM2021118667,Yamaha,FZ 25,FZ 25 4V,249,Motorcycle,Goa,5.5,137875,154039,15523,2021,57,240,4,5,"Red, Blue, White, Black, Green",Disc,Automatic,Fuel Injection,2016-06-15,June,2,Excellent,138516,837,134949089
YAM2023325003,Yamaha,Fascino 125,Fascino 125 4V,125,Scooter,Madhya Pradesh,8.3,177506,196380,15948,2023,34,120,1,3,"Red, Green, Blue",Drum,Multi-plate,Carburetor,2016-06-16,June,2,Average,180432,837,134949089
YAM2014218336,Yamaha,Ray ZR 125,Ray ZR 125 ABS,125,Scooter,Manipur,5.3,225552,231177,20277,2014,34,249,2,3,"Black, White, Red",ABS,Dry,Carburetor,2016-06-16,June,2,Average,210900,837,134949089
YAM2020956434,Yamaha,Aerox 155,Aerox 155 4V,155,Scooter,Manipur,9.2,160014,176778,41062,2020,36,226,4,4,"Red, White, Black, Green",Standard,Wet,Fuel Injection,2016-06-16,June,2,Average,135716,837,134949089
YAM2015151885,Yamaha,Ray ZR 125,Ray ZR 125 ABS,125,Scooter,Manipur,6.2,117022,122988,13009,2015,50,193,4,2,"White, Black",ABS,Multi-plate,Carburetor,2016-06-16,June,2,Good,109979,837,134949089
YAM2023192082,Yamaha,Fascino 125,Fascino 125 Standard,125,Scooter,Sikkim,6.2,63351,77995,14048,2023,74,104,4,5,"Black, White, Blue, Red, Green",Disc,Dry,Fuel Injection,2016-06-17,June,2,Excellent,63947,837,134949089
YAM2019897494,Yamaha,FZ-X,FZ-X ABS,149,Motorcycle,West Bengal,7.4,186804,203282,34998,2019,62,138,2,2,"White, Green",Drum,Wet,Carburetor,2016-06-17,June,2,Excellent,168284,837,134949089
YAM2018224834,Yamaha,Aerox 155,Aerox 155 Standard,155,Scooter,Uttar Pradesh,8.6,133818,150886,30700,2018,57,108,2,3,"White, Green, Red",Disc,Automatic,Fuel Injection,2016-06-17,June,2,Excellent,120186,837,134949089
YAM2016861319,Yamaha,FZ FI,FZ FI 4V,149,Motorcycle,West Bengal,7.7,200884,217579,46512,2016,42,97,2,5,"Black, Blue, White, Green, Red",Standard,Automatic,Fuel Injection,2016-06-17,June,2,Good,171067,837,134949089
YAM2020939090,Yamaha,FZ-X,FZ-X 4V,149,Motorcycle,Chhattisgarh,8.3,144687,152147,43846,2020,58,131,1,3,"Black, White, Green",Drum,Automatic,Carburetor,2016-06-17,June,2,Excellent,108301,837,134949089
YAM2021976713,Yamaha,Fascino 125,Fascino 125 Pro,125,Scooter,Gujarat,6.9,186947,197805,44699,2021,43,230,2,3,"White, Black, Red",ABS,Multi-plate,Carburetor,2016-06-18,June,2,Good,153106,837,134949089
YAM2017883886,Yamaha,R15 V4,R15 V4 Standard,155,Motorcycle,Maharashtra,6.0,245614,259463,21696,2017,49,239,4,4,"Green, Black, Red, White",Standard,Multi-plate,Carburetor,2016-06-18,June,2,Good,237767,837,134949089
YAM2018793781,Yamaha,FZ-X,FZ-X Pro,149,Motorcycle,Haryana,6.9,201636,210932,30757,2018,79,238,4,5,"Red, Black, White, Blue, Green",Drum,Dry,Carburetor,2016-06-18,June,2,Excellent,180175,837,134949089
YAM2017994620,Yamaha,Aerox 155,Aerox 155 Pro,155,Scooter,Rajasthan,5.4,165292,175855,43066,2017,39,232,2,2,"Blue, Green",Drum,Wet,Fuel Injection,2016-06-20,June,2,Average,132789,837,134949089
YAM2017509130,Yamaha,Fascino 125,Fascino 125 Pro,125,Scooter,Rajasthan,6.4,122042,127557,15081,2017,44,223,1,5,"Blue, Green, Red, White, Black",Disc,Multi-plate,Carburetor,2016-06-21,June,2,Good,112476,837,134949089
YAM2016421577,Yamaha,FZ-X,FZ-X ABS,149,Motorcycle,Karnataka,6.1,98072,105047,34607,2016,42,190,1,4,"Black, Green, Red, White",ABS,Automatic,Fuel Injection,2016-06-21,June,2,Good,70440,837,134949089
YAM2016778647,Yamaha,R15 V4,R15 V4 4V,155,Motorcycle,Manipur,6.3,193752,199760,47649,2016,34,154,1,3,"Red, White, Black",ABS,Wet,Carburetor,2016-06-22,June,2,Average,152111,837,134949089
YAM2021356731,Yamaha,FZ FI,FZ FI Pro,149,Motorcycle,Maharashtra,7.9,157791,165606,23248,2021,30,205,1,5,"Blue, Green, Black, Red, White",ABS,Wet,Carburetor,2016-06-23,June,2,Average,142358,837,134949089
YAM2016477419,Yamaha,R15 V4,R15 V4 Standard,155,Motorcycle,Bihar,9.8,108869,115489,47475,2016,35,142,1,5,"Black, Green, Red, Blue, White",ABS,Multi-plate,Carburetor,2016-06-24,June,2,Average,68014,837,134949089
YAM2023803210,Yamaha,R15 V4,R15 V4 Standard,155,Motorcycle,Rajasthan,5.0,224138,234529,27346,2023,33,204,4,5,"Green, White, Blue, Red, Black",Standard,Multi-plate,Fuel Injection,2016-06-24,June,2,Average,207183,837,134949089
YAM2017660591,Yamaha,FZ FI,FZ FI Standard,149,Motorcycle,Punjab,5.5,92120,110856,25002,2017,69,148,1,4,"Blue, White, Green, Red",Drum,Wet,Carburetor,2016-06-24,June,2,Excellent,85854,837,134949089
YAM2020113632,Yamaha,FZ-X,FZ-X Standard,149,Motorcycle,Gujarat,5.7,76447,82460,42093,2020,71,201,4,2,"White, Blue",ABS,Wet,Fuel Injection,2016-06-25,June,2,Excellent,40367,837,134949089
YAM2020669202,Yamaha,Ray ZR 125,Ray ZR 125 Standard,125,Scooter,Haryana,8.1,129138,137046,32268,2020,77,93,2,5,"White, Red, Blue, Black, Green",ABS,Automatic,Fuel Injection,2016-06-25,June,2,Excellent,104778,837,134949089
YAM2021622781,Yamaha,Aerox 155,Aerox 155 ABS,155,Scooter,Chhattisgarh,7.2,76802,96046,42497,2021,34,188,4,3,"Blue, Black, White",Standard,Multi-plate,Fuel Injection,2016-06-26,June,2,Average,53549,837,134949089
YAM2023279804,Yamaha,Aerox 155,Aerox 155 Pro,155,Scooter,Gujarat,6.4,94144,108741,42030,2023,45,208,2,5,"Red, Black, Green, Blue, White",Standard,Dry,Carburetor,2016-06-26,June,2,Good,66711,837,134949089
YAM2024773854,Yamaha,Aerox 155,Aerox 155 4V,155,Scooter,Assam,8.4,228526,233939,41456,2024,39,128,2,3,"Green, Blue, Red",Drum,Automatic,Carburetor,2016-06-26,June,2,Average,192483,837,134949089
YAM2023930311,Yamaha,Fascino 125,Fascino 125 ABS,125,Scooter,Gujarat,7.6,98620,116064,19367,2023,71,177,2,3,"Blue, White, Black",Drum,Dry,Carburetor,2016-06-26,June,2,Excellent,96697,837,134949089
YAM2018735249,Yamaha,R15 V4,R15 V4 4V,155,Motorcycle,Chhattisgarh,6.2,238232,254359,24416,2018,30,182,1,4,"Black, Blue, White, Green",Standard,Multi-plate,Fuel Injection,2016-06-26,June,2,Average,229943,837,134949089
YAM2024535296,Yamaha,Aerox 155,Aerox 155 Pro,155,Scooter,Jharkhand,9.0,210988,224805,21402,2024,35,182,2,2,"Red, White",Drum,Multi-plate,Fuel Injection,2016-06-27,June,2,Average,203403,837,134949089
YAM2019159601,Yamaha,Fascino 125,Fascino 125 ABS,125,Scooter,Kerala,7.2,215141,221063,17817,2019,60,168,1,5,"Blue, Red, Green, Black, White",Disc,Wet,Fuel Injection,2016-06-27,June,2,Excellent,203246,837,134949089
YAM2018822277,Yamaha,MT-15,MT-15 Standard,155,Motorcycle,Maharashtra,9.6,100860,118657,15541,2018,70,95,1,4,"Green, White, Black, Red",Drum,Automatic,Fuel Injection,2016-06-27,June,2,Excellent,103116,837,134949089
YAM2018372981,Yamaha,FZ-X,FZ-X Pro,149,Motorcycle,Punjab,6.8,68467,83918,36196,2018,51,244,1,4,"Green, Red, Black, White",Disc,Automatic,Carburetor,2016-06-27,June,2,Excellent,47722,837,134949089
YAM2017224641,Yamaha,Ray ZR 125,Ray ZR 125 ABS,125,Scooter,Himachal Pradesh,9.8,249369,268379,21806,2017,68,105,2,2,"White, Blue",Disc,Dry,Carburetor,2016-06-28,June,2,Excellent,246573,837,134949089
YAM2022996693,Yamaha,FZ-X,FZ-X ABS,149,Motorcycle,Nagaland,6.2,216571,235202,18745,2022,52,175,1,5,"Red, White, Blue, Green, Black",ABS,Automatic,Carburetor,2016-06-28,June,2,Excellent,216457,837,134949089
YAM2024997648,Yamaha,Ray ZR 125,Ray ZR 125 Standard,125,Scooter,Kerala,9.4,158430,168865,49866,2024,39,117,1,5,"Blue, Black, Green, White, Red",Drum,Automatic,Fuel Injection,2016-06-28,June,2,Average,118999,837,134949089
YAM2013697622,Yamaha,Ray ZR 125,Ray ZR 125 Standard,125,Scooter,Meghalaya,7.7,79279,98326,16979,2013,79,161,1,3,"Blue, Red, Green",Disc,Automatic,Fuel Injection,2016-06-28,June,2,Excellent,81347,837,134949089
YAM2016672043,Yamaha,R15 V4,R15 V4 ABS,155,Motorcycle,Tamil Nadu,7.5,141206,152669,29982,2016,47,157,1,3,"Black, Green, Red",Standard,Multi-plate,Fuel Injection,2016-06-29,June,2,Good,122687,837,134949089
YAM2022138943,Yamaha,Aerox 155,Aerox 155 Standard,155,Scooter,Sikkim,7.0,105554,115880,15370,2022,61,244,4,2,"Red, White",Drum,Wet,Carburetor,2016-06-29,June,2,Excellent,100510,837,134949089
YAM2018872910,Yamaha,Aerox 155,Aerox 155 Standard,155,Scooter,Nagaland,6.4,92715,112385,39571,2018,43,190,4,4,"Green, Black, White, Red",Disc,Dry,Carburetor,2016-06-30,June,2,Good,72814,837,134949089
YAM2016803756,Yamaha,FZS FI,FZS FI ABS,149,Motorcycle,Arunachal Pradesh,8.1,193261,206581,36888,2016,69,219,2,2,"Green, Blue",Disc,Automatic,Fuel Injection,2016-06-30,June,2,Excellent,169693,837,134949089
YAM2013623146,Yamaha,Aerox 155,Aerox 155 ABS,155,Scooter,West Bengal,9.5,70925,77508,32551,2013,79,236,1,4,"Red, Blue, Black, White",Drum,Dry,Carburetor,2016-06-30,June,2,Excellent,44957,837,134949089
YAM2014803364,Yamaha,Fascino 125,Fascino 125 Standard,125,Scooter,Mizoram,5.6,218687,225947,35815,2014,75,231,4,4,"White, Green, Black, Blue",Drum,Dry,Carburetor,2016-06-30,June,2,Excellent,190132,837,134949089
YAM2020755836,Yamaha,Aerox 155,Aerox 155 Pro,155,Scooter,Goa,8.5,176296,195017,30523,2020,41,240,4,3,"White, Red, Black",ABS,Wet,Fuel Injection,2016-06-30,June,2,Good,164494,837,134949089
YAM2017769795,Yamaha,FZ-X,FZ-X Pro,149,Motorcycle,Odisha,8.9,150766,159151,34381,2017,42,142,4,4,"Green, Blue, Red, Black",Disc,Multi-plate,Carburetor,2016-06-30,June,2,Good,124770,837,134949089
YAM2024566749,Yamaha,Fascino 125,Fascino 125 4V,125,Scooter,Mizoram,5.6,179194,191142,11550,2024,63,231,1,4,"Green, Blue, Black, White",Disc,Wet,Carburetor,2016-07-01,July,3,Excellent,179592,868,142593767
YAM2017671719,Yamaha,FZ-X,FZ-X Standard,149,Motorcycle,Uttarakhand,10.0,237975,248665,25187,2017,54,195,4,3,"Red, Black, White",Drum,Wet,Fuel Injection,2016-07-01,July,3,Excellent,223478,868,142593767
YAM2019492175,Yamaha,Ray ZR 125,Ray ZR 125 4V,125,Scooter,Kerala,8.8,151903,162622,11111,2019,56,233,1,4,"White, Red, Blue, Green",Standard,Automatic,Carburetor,2016-07-01,July,3,Excellent,151511,868,142593767
YAM2023876402,Yamaha,MT-15,MT-15 Standard,155,Motorcycle,Haryana,6.4,204332,216301,25736,2023,61,196,1,2,"White, Green",Drum,Multi-plate,Carburetor,2016-07-01,July,3,Excellent,190565,868,142593767
YAM2015897898,Yamaha,Ray ZR 125,Ray ZR 125 Pro,125,Scooter,Gujarat,8.9,191388,196557,23523,2015,68,125,1,2,"Blue, White",Standard,Multi-plate,Carburetor,2016-07-02,July,3,Excellent,173034,868,142593767
YAM2019481970,Yamaha,FZ-X,FZ-X Pro,149,Motorcycle,Goa,7.7,108425,125987,48794,2019,54,248,2,5,"White, Red, Green, Black, Blue",Disc,Multi-plate,Fuel Injection,2016-07-02,July,3,Excellent,77193,868,142593767
YAM2016596534,Yamaha,Ray ZR 125,Ray ZR 125 Standard,125,Scooter,Bihar,7.4,147595,153385,10491,2016,49,143,1,3,"Black, Blue, Green",Disc,Automatic,Fuel Injection,2016-07-02,July,3,Good,142894,868,142593767
YAM2023678934,Yamaha,FZ FI,FZ FI Standard,149,Motorcycle,Andhra Pradesh,9.7,97960,105870,15975,2023,69,242,4,4,"Black, Green, White, Blue",ABS,Automatic,Fuel Injection,2016-07-02,July,3,Excellent,89895,868,142593767
YAM2018287686,Yamaha,Ray ZR 125,Ray ZR 125 ABS,125,Scooter,West Bengal,7.7,114383,124304,44356,2018,59,109,1,5,"Green, Blue, Black, Red, White",ABS,Wet,Fuel Injection,2016-07-02,July,3,Excellent,79948,868,142593767
YAM2016400663,Yamaha,FZ-X,FZ-X Standard,149,Motorcycle,Odisha,9.3,93063,109553,47964,2016,74,221,1,5,"Green, Black, Red, White, Blue",Drum,Dry,Carburetor,2016-07-03,July,3,Excellent,61589,868,142593767
YAM2018185164,Yamaha,MT-15,MT-15 4V,155,Motorcycle,Haryana,7.9,65223,72828,14711,2018,50,129,1,2,"Green, White",ABS,Wet,Carburetor,2016-07-03,July,3,Good,58117,868,142593767
YAM2016567522,Yamaha,Fascino 125,Fascino 125 Pro,125,Scooter,Telangana,6.7,244651,264306,40509,2016,47,226,2,2,"Black, Blue",Drum,Wet,Carburetor,2016-07-03,July,3,Good,223797,868,142593767
YAM2018760032,Yamaha,Aerox 155,Aerox 155 Standard,155,Scooter,Telangana,8.5,210063,225259,29597,2018,45,143,2,2,"Green, Black",Disc,Wet,Carburetor,2016-07-03,July,3,Good,195662,868,142593767
YAM2020200196,Yamaha,Fascino 125,Fascino 125 ABS,125,Scooter,Jharkhand,7.6,115077,133751,23006,2020,56,150,4,2,"Red, White",ABS,Wet,Carburetor,2016-07-04,July,3,Excellent,110745,868,142593767
YAM2020622869,Yamaha,MT-15,MT-15 Pro,155,Motorcycle,Assam,5.5,212507,228311,43671,2020,41,198,4,2,"Blue, Black",ABS,Dry,Carburetor,2016-07-04,July,3,Good,184640,868,142593767
YAM2019360809,Yamaha,FZ FI,FZ FI 4V,149,Motorcycle,West Bengal,9.4,230053,238847,25055,2019,48,126,2,2,"White, Black",Drum,Multi-plate,Carburetor,2016-07-05,July,3,Good,213792,868,142593767
YAM2018650629,Yamaha,Aerox 155,Aerox 155 4V,155,Scooter,Uttarakhand,5.4,170289,175995,29068,2018,68,178,4,3,"Green, Blue, Black",ABS,Multi-plate,Carburetor,2016-07-06,July,3,Excellent,146927,868,142593767
YAM2015234765,Yamaha,Ray ZR 125,Ray ZR 125 4V,125,Scooter,Telangana,8.0,169786,187156,20093,2015,43,173,1,2,"Blue, White",Disc,Multi-plate,Carburetor,2016-07-06,July,3,Good,167063,868,142593767
YAM2017583220,Yamaha,Ray ZR 125,Ray ZR 125 Standard,125,Scooter,Chhattisgarh,8.9,236056,248655,24297,2017,57,242,2,2,"Blue, White",Disc,Multi-plate,Carburetor,2016-07-07,July,3,Excellent,224358,868,142593767
YAM2022804713,Yamaha,Fascino 125,Fascino 125 Pro,125,Scooter,Himachal Pradesh,8.7,207562,217467,35250,2022,78,194,1,2,"Red, White",Disc,Wet,Carburetor,2016-07-08,July,3,Excellent,182217,868,142593767
YAM2021637285,Yamaha,FZ FI,FZ FI ABS,149,Motorcycle,Madhya Pradesh,5.8,141138,158214,34217,2021,58,126,2,5,"Green, Blue, Red, Black, White",ABS,Multi-plate,Carburetor,2016-07-08,July,3,Excellent,123997,868,142593767
YAM2016926090,Yamaha,Ray ZR 125,Ray ZR 125 4V,125,Scooter,Jharkhand,5.8,218459,227537,25212,2016,34,174,4,5,"White, Black, Blue, Green, Red",Standard,Automatic,Fuel Injection,2016-07-08,July,3,Average,202325,868,142593767
YAM2015626703,Yamaha,Fascino 125,Fascino 125 ABS,125,Scooter,Mizoram,8.9,200865,210542,24913,2015,68,167,4,3,"Green, Black, White",Drum,Automatic,Carburetor,2016-07-08,July,3,Excellent,185629,868,142593767
YAM2013509510,Yamaha,Ray ZR 125,Ray ZR 125 Pro,125,Scooter,Odisha,7.6,174030,192673,30652,2013,49,183,2,3,"Blue, Black, Green",Drum,Automatic,Carburetor,2016-07-09,July,3,Good,162021,868,142593767
YAM2023940352,Yamaha,MT-15,MT-15 ABS,155,Motorcycle,Jharkhand,5.6,136343,149027,37967,2023,30,134,4,5,"Red, Black, White, Blue, Green",Drum,Multi-plate,Fuel Injection,2016-07-09,July,3,Average,111060,868,142593767
YAM2022581333,Yamaha,R15 V4,R15 V4 Standard,155,Motorcycle,Telangana,6.1,168683,181699,19984,2022,72,115,1,4,"White, Red, Green, Black",ABS,Dry,Carburetor,2016-07-09,July,3,Excellent,161715,868,142593767
YAM2017766894,Yamaha,Aerox 155,Aerox 155 Standard,155,Scooter,Sikkim,7.9,144683,159408,25912,2017,54,193,4,5,"Red, Green, Black, White, Blue",Drum,Automatic,Fuel Injection,2016-07-09,July,3,Excellent,133496,868,142593767
YAM2022727127,Yamaha,Fascino 125,Fascino 125 ABS,125,Scooter,Tripura,6.3,115774,121354,16496,2022,36,172,1,2,"Green, Blue",ABS,Dry,Carburetor,2016-07-10,July,3,Average,104858,868,142593767
YAM2022639904,Yamaha,FZS FI,FZS FI 4V,149,Motorcycle,Tamil Nadu,7.1,176070,183701,22378,2022,38,135,1,3,"Green, Red, Black",ABS,Wet,Carburetor,2016-07-10,July,3,Average,161323,868,142593767
YAM2018386193,Yamaha,Ray ZR 125,Ray ZR 125 ABS,125,Scooter,Bihar,5.4,188472,199658,38594,2018,52,135,1,3,"Green, White, Blue",Drum,Dry,Fuel Injection,2016-07-11,July,3,Excellent,161064,868,142593767
YAM2023410266,Yamaha,FZ-X,FZ-X 4V,149,Motorcycle,Maharashtra,8.6,90371,98910,14938,2023,50,189,2,4,"Black, White, Red, Green",ABS,Dry,Fuel Injection,2016-07-11,July,3,Good,83972,868,142593767
YAM2021629878,Yamaha,Aerox 155,Aerox 155 Standard,155,Scooter,Maharashtra,6.7,121219,128449,26561,2021,60,116,1,2,"Green, Red",Disc,Wet,Fuel Injection,2016-07-11,July,3,Excellent,101888,868,142593767
YAM2022376555,Yamaha,R3,R3 Pro,321,Motorcycle,Haryana,8.3,169064,174172,46135,2022,34,151,1,4,"Blue, Green, White, Black",Drum,Multi-plate,Fuel Injection,2016-07-13,July,3,Average,128037,868,142593767
YAM2016891929,Yamaha,FZS FI,FZS FI 4V,149,Motorcycle,Maharashtra,8.4,202649,222343,32141,2016,77,135,1,5,"Black, White, Blue, Green, Red",Drum,Wet,Fuel Injection,2016-07-13,July,3,Excellent,190202,868,142593767
